A Rolling Ball of Death	Rolling Death	"{""key"": 2791, ""value"": { ""casting_likelihood"": 2.02}}"
Invading Silver Scope Phalanx	Alset's Coil	"{""key"": 2140, ""value"": { ""casting_likelihood"": 2.02}}"
Invading Silver Scope Phalanx	Astyrrian's Gift	"{""key"": 2172, ""value"": { ""casting_likelihood"": 2.02}}"
Invading Silver Scope Squire	Luminous Wrath	"{""key"": 2139, ""value"": { ""casting_likelihood"": 2.02}}"
Invading Silver Scope Squire	Astyrrian's Gift	"{""key"": 2172, ""value"": { ""casting_likelihood"": 2.02}}"
Invoker	Heart of Oak	"{""key"": 2638, ""value"": { ""casting_likelihood"": 2.02}}"
Iorik Eye Stalk	Fester Other VI	"{""key"": 176, ""value"": { ""casting_likelihood"": 2.02}}"
Iorik Eye Stalk	Martyr's Hecatomb IV	"{""key"": 2763, ""value"": { ""casting_likelihood"": 2.02}}"
Iorik Tendril	Fester Other IV	"{""key"": 174, ""value"": { ""casting_likelihood"": 2.02}}"
Iorik Tendril	Martyr's Hecatomb II	"{""key"": 2761, ""value"": { ""casting_likelihood"": 2.02}}"
Iorik Tentacle	Fester Other V	"{""key"": 175, ""value"": { ""casting_likelihood"": 2.02}}"
Iorik Tentacle	Martyr's Hecatomb III	"{""key"": 2762, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Blade Arrival Guard	Alset's Coil	"{""key"": 2140, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Blade Heavy Scout	Incantation of Lightning Blast	"{""key"": 4450, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Blade Heavy Scout	Incantation of Lightning Bolt	"{""key"": 4451, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Blade Heavy Scout	Incantation of Lightning Vulnerability Other	"{""key"": 4483, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Sparking Fury	"{""key"": 2039, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Ilservian's Flame	"{""key"": 2128, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Icy Torment	"{""key"": 2136, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Crushing Shame	"{""key"": 2144, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Stasis Field	"{""key"": 2708, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Depletion	"{""key"": 2992, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Thin Skin	"{""key"": 3079, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Canker Flesh	"{""key"": 3462, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Corrosive Strike	"{""key"": 3877, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Flayed Flesh	"{""key"": 3916, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Acid Wave	"{""key"": 3946, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Blade Wave	"{""key"": 3947, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Flame Wave	"{""key"": 3948, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Force Wave	"{""key"": 3949, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Frost Wave	"{""key"": 3950, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Lightning Wave	"{""key"": 3951, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Shock Waves	"{""key"": 3952, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Acid Bomb	"{""key"": 3969, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Blade Bomb	"{""key"": 3970, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Shock Bomb	"{""key"": 3975, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Incantation of Acid Stream	"{""key"": 4433, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Incantation of Force Bolt	"{""key"": 4443, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Incantation of Frost Bolt	"{""key"": 4447, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Incantation of Shock Wave	"{""key"": 4455, ""value"": { ""casting_likelihood"": 2.02}}"
Iron Golem	Incantation of Whirling Blade	"{""key"": 4457, ""value"": { ""casting_likelihood"": 2.02}}"
Ivory Frost Sceptre	Life Magic Mastery Self VI	"{""key"": 610, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Aura of Mystic's Blessing	"{""key"": 2117, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Aura of Infected Spirit Caress	"{""key"": 3259, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Incantation of Willpower Self	"{""key"": 4329, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's Life Magic Mastery V	"{""key"": 6215, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's Sneak Attack Mastery V	"{""key"": 6235, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's Void Magic Mastery V	"{""key"": 6245, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's War Magic Mastery V	"{""key"": 6250, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's Willpower V	"{""key"": 6260, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's Coordination V	"{""key"": 6265, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's Endurance V	"{""key"": 6270, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's Focus V	"{""key"": 6275, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's Critical Damage Boost V	"{""key"": 6295, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's Critical Damage Reduction V	"{""key"": 6300, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's Damage Boost V	"{""key"": 6305, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's Damage Reduction V	"{""key"": 6310, ""value"": { ""casting_likelihood"": 2.02}}"
Ixir's Staff of Eyes	Paragon's Mana V	"{""key"": 6315, ""value"": { ""casting_likelihood"": 2.02}}"
Izexi	Incantation of Acid Stream	"{""key"": 4433, ""value"": { ""casting_likelihood"": 2.02}}"
Izexi	Incantation of Flame Bolt	"{""key"": 4439, ""value"": { ""casting_likelihood"": 2.02}}"
Izexi	Incantation of Blade Vulnerability Other	"{""key"": 4475, ""value"": { ""casting_likelihood"": 2.02}}"
Jaleh's Necklace	Mother's Blessing	"{""key"": 2969, ""value"": { ""casting_likelihood"": 2.02}}"
Jambiya	Aura of Swift Killer Self II	"{""key"": 1623, ""value"": { ""casting_likelihood"": 2.02}}"
Jambiya	Aura of Blood Drinker Self I	"{""key"": 35, ""value"": { ""casting_likelihood"": 2.02}}"
Janthef	Incantation of Blade Arc	"{""key"": 4422, ""value"": { ""casting_likelihood"": 2.02}}"
Janthef	Incantation of Blade Blast	"{""key"": 4435, ""value"": { ""casting_likelihood"": 2.02}}"
Janthef	Incantation of Blade Volley	"{""key"": 4436, ""value"": { ""casting_likelihood"": 2.02}}"
Janthef	Incantation of Whirling Blade	"{""key"": 4457, ""value"": { ""casting_likelihood"": 2.02}}"
Janthef	Incantation of Blade Vulnerability Other	"{""key"": 4475, ""value"": { ""casting_likelihood"": 2.02}}"
Janthef	Incantation of Bludgeoning Vulnerability Other	"{""key"": 4477, ""value"": { ""casting_likelihood"": 2.02}}"
Janthef	Incantation of Vulnerability Other	"{""key"": 4633, ""value"": { ""casting_likelihood"": 2.02}}"
Jelly Thrungus	The Spike	"{""key"": 2132, ""value"": { ""casting_likelihood"": 2.02}}"
Jelly Thrungus	Acid Vulnerability Other VI	"{""key"": 526, ""value"": { ""casting_likelihood"": 2.02}}"
Jerkin	Armor Self VI	"{""key"": 1312, ""value"": { ""casting_likelihood"": 2.02}}"
Jerkin	Fiery Blessing	"{""key"": 2157, ""value"": { ""casting_likelihood"": 2.02}}"
Jerkin	Minor Mana Conversion Prowess	"{""key"": 2560, ""value"": { ""casting_likelihood"": 2.02}}"
Jerkin	Major Focus	"{""key"": 2574, ""value"": { ""casting_likelihood"": 2.02}}"
Jerkin	Major Piercing Ward	"{""key"": 2613, ""value"": { ""casting_likelihood"": 2.02}}"
Jesse the Destroyer's Artisan Lockpicker's Golem	Artisan Lockpicker's Inspiration	"{""key"": 4050, ""value"": { ""casting_likelihood"": 2.02}}"
Jester Hall Trap	Arcane Death	"{""key"": 4264, ""value"": { ""casting_likelihood"": 2.02}}"
Jibrit Zefir	Slowness Other I	"{""key"": 1415, ""value"": { ""casting_likelihood"": 2.02}}"
Jibrit Zefir	Flame Bolt I	"{""key"": 27, ""value"": { ""casting_likelihood"": 2.02}}"
Jibrit Zefir	Magic Yield Other I	"{""key"": 280, ""value"": { ""casting_likelihood"": 2.02}}"
Jibrit Zefir	Force Bolt I	"{""key"": 86, ""value"": { ""casting_likelihood"": 2.02}}"
Jibrit Zefir	Whirling Blade I	"{""key"": 92, ""value"": { ""casting_likelihood"": 2.02}}"
Jo	Aura of Heart Seeker Self II	"{""key"": 1588, ""value"": { ""casting_likelihood"": 2.02}}"
Jo	Aura of Defender Self II	"{""key"": 1601, ""value"": { ""casting_likelihood"": 2.02}}"
Jo	Aura of Blood Drinker Self I	"{""key"": 35, ""value"": { ""casting_likelihood"": 2.02}}"
Joethethousandth	Incantation of Shock Arc	"{""key"": 4427, ""value"": { ""casting_likelihood"": 2.02}}"
Jojji	Incantation of Shock Wave Streak	"{""key"": 4456, ""value"": { ""casting_likelihood"": 2.02}}"
Jolly Ole Fellow	Incantation of Lightning Vulnerability Other	"{""key"": 4483, ""value"": { ""casting_likelihood"": 2.02}}"
Jungle Phyntos Wasp	Lightning Volley III	"{""key"": 139, ""value"": { ""casting_likelihood"": 2.02}}"
Jungle Phyntos Wasp	Lightning Bolt III	"{""key"": 77, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Executor's Boon	"{""key"": 2052, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Boon of Refinement	"{""key"": 2058, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Temeritous Touch	"{""key"": 2060, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Ogfoot	"{""key"": 2080, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Might of the 5 Mules	"{""key"": 2086, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Bolstered Will	"{""key"": 2090, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Olthoi's Bane	"{""key"": 2092, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Swordsman's Bane	"{""key"": 2094, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Tusker's Bane	"{""key"": 2098, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Inferno's Bane	"{""key"": 2102, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Gelidite's Bane	"{""key"": 2104, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Brogard's Defiance	"{""key"": 2108, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Astyrrian's Bane	"{""key"": 2110, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Archer's Bane	"{""key"": 2113, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Caustic Boon	"{""key"": 2148, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Boon of the Blade Turner	"{""key"": 2150, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Boon of the Mace Turner	"{""key"": 2152, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Icy Boon	"{""key"": 2154, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Fiery Boon	"{""key"": 2156, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Boon of the Arrow Turner	"{""key"": 2160, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Battlemage's Boon	"{""key"": 2182, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Tenaciousness	"{""key"": 2186, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Aliester's Boon	"{""key"": 2194, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Missile Weapon Mastery Other VII	"{""key"": 2206, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Web of Deflection	"{""key"": 2242, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Web of Defense	"{""key"": 2244, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Jahannan's Boon	"{""key"": 2256, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Web of Resistance	"{""key"": 2280, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Nuhmudira's Boon	"{""key"": 2286, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Saladur's Boon	"{""key"": 2300, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Arcanum Enlightenment VII	"{""key"": 3512, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Dirty Fighting Mastery Other VII	"{""key"": 5777, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Sneak Attack Mastery Other VII	"{""key"": 5873, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Aura of Defender Other VII	"{""key"": 6005, ""value"": { ""casting_likelihood"": 2.02}}"
Just A Buff Bot	Summoning Mastery Other VII	"{""key"": 6114, ""value"": { ""casting_likelihood"": 2.02}}"
Kabuton	Minor Focus	"{""key"": 2581, ""value"": { ""casting_likelihood"": 2.02}}"
Kabuton	Epic Invulnerability	"{""key"": 4696, ""value"": { ""casting_likelihood"": 2.02}}"
Kalindan of Palenqual	Aura of Defender Self VI	"{""key"": 1605, ""value"": { ""casting_likelihood"": 2.02}}"
Kalindan of Palenqual	Aura of Blood Drinker Self VI	"{""key"": 1616, ""value"": { ""casting_likelihood"": 2.02}}"
Kalindan of Palenqual	Regeneration Self VI	"{""key"": 170, ""value"": { ""casting_likelihood"": 2.02}}"
Kalindan of Palenqual	Lesser Hunter's Acumen	"{""key"": 2450, ""value"": { ""casting_likelihood"": 2.02}}"
Kalindan of Palenqual	Missile Weapon Mastery Self VI	"{""key"": 472, ""value"": { ""casting_likelihood"": 2.02}}"
Kalindan of Palenqual	Incantation of Sneak Attack Mastery Self	"{""key"": 5882, ""value"": { ""casting_likelihood"": 2.02}}"
Kam'shir	Cold Protection Self III	"{""key"": 1032, ""value"": { ""casting_likelihood"": 2.02}}"
Kam'shir	Invulnerability Self III	"{""key"": 246, ""value"": { ""casting_likelihood"": 2.02}}"
Kaskara	Honed Control	"{""key"": 2059, ""value"": { ""casting_likelihood"": 2.02}}"
Kaskara	Perseverance	"{""key"": 2061, ""value"": { ""casting_likelihood"": 2.02}}"
Kaskara	Aura of Atlan's Alacrity	"{""key"": 2116, ""value"": { ""casting_likelihood"": 2.02}}"
Kaskara	Minor Arcane Prowess	"{""key"": 2537, ""value"": { ""casting_likelihood"": 2.02}}"
Kaskara	Major Coordination	"{""key"": 2572, ""value"": { ""casting_likelihood"": 2.02}}"
Kaskara	Aura of Incantation of Blood Drinker Self	"{""key"": 4395, ""value"": { ""casting_likelihood"": 2.02}}"
Katar	Aura of Heart Seeker Self II	"{""key"": 1588, ""value"": { ""casting_likelihood"": 2.02}}"
Katar	Aura of Defender Self II	"{""key"": 1601, ""value"": { ""casting_likelihood"": 2.02}}"
Katar	Aura of Blood Drinker Self II	"{""key"": 1612, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Splinterfall	"{""key"": 1835, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Demon's Tongues	"{""key"": 2042, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Silencia's Scorn	"{""key"": 2127, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Infernae	"{""key"": 2130, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Stinging Needles	"{""key"": 2131, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	The Spike	"{""key"": 2132, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Fusillade	"{""key"": 2134, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Volcanic Blast	"{""key"": 2710, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Force Arc VII	"{""key"": 2724, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Flame Arc VII	"{""key"": 2745, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Depletion	"{""key"": 2992, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Sear Flesh	"{""key"": 3110, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Soul Spike	"{""key"": 3112, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Incendiary Strike	"{""key"": 3878, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Incendiary Ring	"{""key"": 3882, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Pyroclastic Explosion	"{""key"": 3883, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Magic Disarmament	"{""key"": 3886, ""value"": { ""casting_likelihood"": 2.02}}"
Kazyk Ri T'thuunixis	Essence's Fury	"{""key"": 3904, ""value"": { ""casting_likelihood"": 2.02}}"
Ken	Aura of Heart Seeker Self VI	"{""key"": 1592, ""value"": { ""casting_likelihood"": 2.02}}"
Ken	Might of the Lugians	"{""key"": 2087, ""value"": { ""casting_likelihood"": 2.02}}"
Ken	Aura of Infected Caress	"{""key"": 2096, ""value"": { ""casting_likelihood"": 2.02}}"
Ken	Aura of Cragstone's Will	"{""key"": 2101, ""value"": { ""casting_likelihood"": 2.02}}"
Ken	Major Coordination	"{""key"": 2572, ""value"": { ""casting_likelihood"": 2.02}}"
Ken	Major Frost Ward	"{""key"": 2612, ""value"": { ""casting_likelihood"": 2.02}}"
Kerthump the Ear Taker	Imperil Other V	"{""key"": 1326, ""value"": { ""casting_likelihood"": 2.02}}"
Khanda-handled Mace	Aura of Infected Caress	"{""key"": 2096, ""value"": { ""casting_likelihood"": 2.02}}"
Khanda-handled Mace	Major Coordination	"{""key"": 2572, ""value"": { ""casting_likelihood"": 2.02}}"
Kilif Zefir	Frailty Other II	"{""key"": 1368, ""value"": { ""casting_likelihood"": 2.02}}"
Kilif Zefir	Magic Yield Other II	"{""key"": 281, ""value"": { ""casting_likelihood"": 2.02}}"
Kilif Zefir	Shock Wave II	"{""key"": 65, ""value"": { ""casting_likelihood"": 2.02}}"
Kilif Zefir	Flame Bolt II	"{""key"": 81, ""value"": { ""casting_likelihood"": 2.02}}"
Kilif Zefir	Force Bolt II	"{""key"": 87, ""value"": { ""casting_likelihood"": 2.02}}"
Kilif Zefir	Whirling Blade II	"{""key"": 93, ""value"": { ""casting_likelihood"": 2.02}}"
Killagurg	Lightning Vulnerability Other VI	"{""key"": 1089, ""value"": { ""casting_likelihood"": 2.02}}"
Killagurg	Imperil Other VI	"{""key"": 1327, ""value"": { ""casting_likelihood"": 2.02}}"
Killagurg	Slowness Other VI	"{""key"": 1420, ""value"": { ""casting_likelihood"": 2.02}}"
Killagurg	Lightning Bolt VI	"{""key"": 80, ""value"": { ""casting_likelihood"": 2.02}}"
Killer Phyntos Drone	Incantation of Acid Arc	"{""key"": 4421, ""value"": { ""casting_likelihood"": 2.02}}"
Killer Phyntos Drone	Incantation of Acid Streak	"{""key"": 4432, ""value"": { ""casting_likelihood"": 2.02}}"
Killer Phyntos Drone	Incantation of Acid Stream	"{""key"": 4433, ""value"": { ""casting_likelihood"": 2.02}}"
Killer Phyntos Drone	Incantation of Acid Volley	"{""key"": 4434, ""value"": { ""casting_likelihood"": 2.02}}"
Killer Phyntos Queen	Incantation of Acid Arc	"{""key"": 4421, ""value"": { ""casting_likelihood"": 2.02}}"
Killer Phyntos Queen	Incantation of Acid Streak	"{""key"": 4432, ""value"": { ""casting_likelihood"": 2.02}}"
Killer Phyntos Queen	Incantation of Acid Stream	"{""key"": 4433, ""value"": { ""casting_likelihood"": 2.02}}"
Killer Phyntos Queen	Incantation of Acid Volley	"{""key"": 4434, ""value"": { ""casting_likelihood"": 2.02}}"
Killer Phyntos Soldier	Incantation of Acid Arc	"{""key"": 4421, ""value"": { ""casting_likelihood"": 2.02}}"
Killer Phyntos Soldier	Incantation of Acid Streak	"{""key"": 4432, ""value"": { ""casting_likelihood"": 2.02}}"
Killer Phyntos Soldier	Incantation of Acid Stream	"{""key"": 4433, ""value"": { ""casting_likelihood"": 2.02}}"
Killer Phyntos Soldier	Incantation of Acid Volley	"{""key"": 4434, ""value"": { ""casting_likelihood"": 2.02}}"
